time	from	to
2019-07-18T00:00:00	198	165	
2019-07-18T00:00:00	198	94	
2019-07-18T00:00:00	198	62	
2019-07-18T00:00:00	198	66	
2019-07-18T00:00:00	198	91	
2019-07-18T00:00:00	198	199	
2019-07-18T00:00:00	198	161	
2019-07-18T00:00:00	199	198	
2019-07-18T00:00:00	199	40	
2019-07-18T00:00:00	199	235	
2019-07-18T00:00:00	199	62	
2019-07-18T00:00:00	199	129	
2019-07-18T00:00:00	200	100	
2019-07-18T00:00:00	200	119	
2019-07-18T00:00:00	200	160	
2019-07-18T00:00:00	200	120	
2019-07-18T00:00:00	201	150	
2019-07-18T00:00:00	201	188	
2019-07-18T00:00:00	201	221	
2019-07-18T00:00:00	201	240	
2019-07-18T00:00:00	201	114	
2019-07-18T00:00:00	201	245	
2019-07-18T00:00:00	201	170	
2019-07-18T00:00:00	201	136	
2019-07-18T00:00:00	201	193	
2019-07-18T00:00:00	201	140	
2019-07-18T00:00:00	202	111	
2019-07-18T00:00:00	202	172	
2019-07-18T00:00:00	203	59	
2019-07-18T00:00:00	203	153	
2019-07-18T00:00:00	203	190	
2019-07-18T00:00:00	203	135	
2019-07-18T00:00:00	203	235	
2019-07-18T00:00:00	203	186	
2019-07-18T00:00:00	203	249	
2019-07-18T00:00:00	204	143	
2019-07-19T00:00:00	0	160	
2019-07-19T00:00:00	0	211	
2019-07-19T00:00:00	1	14	
2019-07-19T00:00:00	1	33	
2019-07-19T00:00:00	1	17	
2019-07-19T00:00:00	2	128	
2019-07-19T00:00:00	2	87	
2019-07-19T00:00:00	2	102	
2019-07-19T00:00:00	2	122	
2019-07-19T00:00:00	2	60	
2019-07-19T00:00:00	2	131	
2019-07-19T00:00:00	3	100	
2019-07-19T00:00:00	3	24	
2019-07-19T00:00:00	3	226	
2019-07-19T00:00:00	3	27	
2019-07-19T00:00:00	3	67	
2019-07-19T00:00:00	3	121	
2019-07-19T00:00:00	3	11	
2019-07-19T00:00:00	3	162	
2019-07-19T00:00:00	3	64	
2019-07-19T00:00:00	3	114	
2019-07-19T00:00:00	3	133	
2019-07-19T00:00:00	3	103	
2019-07-19T00:00:00	3	57	
2019-07-19T00:00:00	4	174	
2019-07-19T00:00:00	4	50	
2019-07-19T00:00:00	4	185	
2019-07-19T00:00:00	5	85	
2019-07-19T00:00:00	5	59	
2019-07-19T00:00:00	5	134	
2019-07-19T00:00:00	6	35	
2019-07-19T00:00:00	6	28	
2019-07-19T00:00:00	7	59	
2019-07-19T00:00:00	7	173	
2019-07-19T00:00:00	7	207	
2019-07-19T00:00:00	7	132	
2019-07-19T00:00:00	7	47	
2019-07-19T00:00:00	7	10	
2019-07-19T00:00:00	7	20	
2019-07-19T00:00:00	7	63	
2019-07-19T00:00:00	8	39	
2019-07-19T00:00:00	8	117	
2019-07-19T00:00:00	8	114	
2019-07-19T00:00:00	8	103	
2019-07-19T00:00:00	9	58	
2019-07-19T00:00:00	9	52	
2019-07-19T00:00:00	9	75	
2019-07-19T00:00:00	9	64	
2019-07-19T00:00:00	9	19	
2019-07-19T00:00:00	10	207	
2019-07-19T00:00:00	10	7	
2019-07-19T00:00:00	10	47	
2019-07-19T00:00:00	10	20	
2019-07-19T00:00:00	11	24	
2019-07-19T00:00:00	11	226	
2019-07-19T00:00:00	11	3	
2019-07-19T00:00:00	11	27	
2019-07-19T00:00:00	11	132	
2019-07-19T00:00:00	11	162	
2019-07-19T00:00:00	11	64	
2019-07-19T00:00:00	11	140	
2019-07-19T00:00:00	11	57	
2019-07-19T00:00:00	12	121	
2019-07-19T00:00:00	12	221	
2019-07-19T00:00:00	12	245	
2019-07-19T00:00:00	13	130	
2019-07-19T00:00:00	13	25	
2019-07-19T00:00:00	13	157	
2019-07-19T00:00:00	13	37	
2019-07-19T00:00:00	14	33	
2019-07-19T00:00:00	14	241	
2019-07-19T00:00:00	14	1	
2019-07-19T00:00:00	14	17	
2019-07-19T00:00:00	14	224	
2019-07-19T00:00:00	15	162	
2019-07-19T00:00:00	16	188	
2019-07-19T00:00:00	16	201	
2019-07-19T00:00:00	16	45	
2019-07-19T00:00:00	16	135	
2019-07-19T00:00:00	16	186	
2019-07-19T00:00:00	16	115	
2019-07-19T00:00:00	16	243	
2019-07-19T00:00:00	17	195	
2019-07-19T00:00:00	17	33	
2019-07-19T00:00:00	17	14	
2019-07-19T00:00:00	17	96	
2019-07-19T00:00:00	17	241	
2019-07-19T00:00:00	17	1	
2019-07-19T00:00:00	18	108	
2019-07-19T00:00:00	19	77	
2019-07-19T00:00:00	19	9	
2019-07-19T00:00:00	19	58	
2019-07-19T00:00:00	19	84	
2019-07-19T00:00:00	19	52	
2019-07-19T00:00:00	19	79	
2019-07-19T00:00:00	19	75	
2019-07-19T00:00:00	19	107	
2019-07-19T00:00:00	19	48	
2019-07-19T00:00:00	19	53	
2019-07-19T00:00:00	19	28	
2019-07-19T00:00:00	19	139	
2019-07-19T00:00:00	20	207	
2019-07-19T00:00:00	20	7	
2019-07-19T00:00:00	20	10	
2019-07-19T00:00:00	21	25	
2019-07-19T00:00:00	21	157	
2019-07-19T00:00:00	21	37	
2019-07-19T00:00:00	21	120	
2019-07-19T00:00:00	235	42	
2019-07-19T00:00:00	235	171	
2019-07-19T00:00:00	235	190	
2019-07-19T00:00:00	235	186	
2019-07-19T00:00:00	235	203	
2019-07-19T00:00:00	235	199	
2019-07-19T00:00:00	23	27	
2019-07-19T00:00:00	23	124	
2019-07-19T00:00:00	23	34	
2019-07-19T00:00:00	24	3	
2019-07-19T00:00:00	24	27	
2019-07-19T00:00:00	24	67	
2019-07-19T00:00:00	24	11	
2019-07-19T00:00:00	24	133	
2019-07-19T00:00:00	24	62	
2019-07-19T00:00:00	25	130	
2019-07-19T00:00:00	25	88	
2019-07-19T00:00:00	25	49	
2019-07-19T00:00:00	25	157	
2019-07-19T00:00:00	25	37	
2019-07-19T00:00:00	25	134	
2019-07-19T00:00:00	25	153	
2019-07-19T00:00:00	25	13	
2019-07-19T00:00:00	25	156	
2019-07-19T00:00:00	25	21	
2019-07-19T00:00:00	25	172	
2019-07-19T00:00:00	25	89	
2019-07-19T00:00:00	211	0	
2019-07-19T00:00:00	211	54	
2019-07-19T00:00:00	27	24	
2019-07-19T00:00:00	27	226	
2019-07-19T00:00:00	27	3	
2019-07-19T00:00:00	27	23	
2019-07-19T00:00:00	27	132	
2019-07-19T00:00:00	27	121	
2019-07-19T00:00:00	27	11	
2019-07-19T00:00:00	28	52	
2019-07-19T00:00:00	28	79	
2019-07-19T00:00:00	28	35	
2019-07-19T00:00:00	28	31	
2019-07-19T00:00:00	28	19	
2019-07-19T00:00:00	28	6	
2019-07-19T00:00:00	28	53	
2019-07-19T00:00:00	28	179	
2019-07-19T00:00:00	28	29	
2019-07-19T00:00:00	29	31	
2019-07-19T00:00:00	29	28	
2019-07-19T00:00:00	29	120	
2019-07-19T00:00:00	30	195	
2019-07-19T00:00:00	30	87	
2019-07-19T00:00:00	30	142	
2019-07-19T00:00:00	30	133	
2019-07-19T00:00:00	30	224	
2019-07-19T00:00:00	31	186	
2019-07-19T00:00:00	31	28	
2019-07-19T00:00:00	31	29	
2019-07-19T00:00:00	32	97	
2019-07-19T00:00:00	33	14	
2019-07-19T00:00:00	33	102	
2019-07-19T00:00:00	33	45	
2019-07-19T00:00:00	33	1	
2019-07-19T00:00:00	33	17	
2019-07-19T00:00:00	34	23	
2019-07-19T00:00:00	34	124	
2019-07-19T00:00:00	35	207	
2019-07-19T00:00:00	35	79	
2019-07-19T00:00:00	35	76	
2019-07-19T00:00:00	35	55	
2019-07-19T00:00:00	35	6	
2019-07-19T00:00:00	35	63	
2019-07-19T00:00:00	35	28	
2019-07-19T00:00:00	35	191	
2019-07-19T00:00:00	36	111	
2019-07-19T00:00:00	36	107	
2019-07-19T00:00:00	36	105	
2019-07-19T00:00:00	36	99	
2019-07-19T00:00:00	37	25	
2019-07-19T00:00:00	37	157	
2019-07-19T00:00:00	37	13	
2019-07-19T00:00:00	37	121	
2019-07-19T00:00:00	37	21	
2019-07-19T00:00:00	38	148	
2019-07-19T00:00:00	38	75	
2019-07-19T00:00:00	38	135	
2019-07-19T00:00:00	38	122	
2019-07-19T00:00:00	38	131	
2019-07-19T00:00:00	39	73	
2019-07-19T00:00:00	39	108	
2019-07-19T00:00:00	39	117	
2019-07-19T00:00:00	39	124	
2019-07-19T00:00:00	39	74	
2019-07-19T00:00:00	39	114	
2019-07-19T00:00:00	39	40	
2019-07-19T00:00:00	39	8	
2019-07-19T00:00:00	40	73	
2019-07-19T00:00:00	40	39	
2019-07-19T00:00:00	40	74	
2019-07-19T00:00:00	41	49	
2019-07-19T00:00:00	41	67	
2019-07-19T00:00:00	41	68	
2019-07-19T00:00:00	41	196	
2019-07-19T00:00:00	42	235	
2019-07-19T00:00:00	42	186	
2019-07-19T00:00:00	43	150	
2019-07-19T00:00:00	43	153	
2019-07-19T00:00:00	43	121	
2019-07-19T00:00:00	43	221	
2019-07-19T00:00:00	43	245	
2019-07-19T00:00:00	43	136	
2019-07-19T00:00:00	236	85	
2019-07-19T00:00:00	236	163	
2019-07-19T00:00:00	236	247	
2019-07-19T00:00:00	236	244	
2019-07-19T00:00:00	236	185	
2019-07-19T00:00:00	236	225	
2019-07-19T00:00:00	236	246	
2019-07-19T00:00:00	45	33	
2019-07-19T00:00:00	45	49	
2019-07-19T00:00:00	45	76	
2019-07-19T00:00:00	45	68	
2019-07-19T00:00:00	45	47	
2019-07-19T00:00:00	45	16	
2019-07-19T00:00:00	45	72	
2019-07-19T00:00:00	210	69	
2019-07-19T00:00:00	210	136	
2019-07-19T00:00:00	210	98	
2019-07-19T00:00:00	47	150	
2019-07-19T00:00:00	47	78	
2019-07-19T00:00:00	47	7	
2019-07-19T00:00:00	47	45	
2019-07-19T00:00:00	47	76	
2019-07-19T00:00:00	47	10	
2019-07-19T00:00:00	47	181	
2019-07-19T00:00:00	48	77	
2019-07-19T00:00:00	48	59	
2019-07-19T00:00:00	48	61	
2019-07-19T00:00:00	48	52	
2019-07-19T00:00:00	48	79	
2019-07-19T00:00:00	48	19	
2019-07-19T00:00:00	48	55	
2019-07-19T00:00:00	48	53	
2019-07-19T00:00:00	48	139	
2019-07-19T00:00:00	49	130	
2019-07-19T00:00:00	49	25	
2019-07-19T00:00:00	49	41	
2019-07-19T00:00:00	49	67	
2019-07-19T00:00:00	49	45	
2019-07-19T00:00:00	49	68	
2019-07-19T00:00:00	49	196	
2019-07-19T00:00:00	49	137	
2019-07-19T00:00:00	49	89	
2019-07-19T00:00:00	50	174	
2019-07-19T00:00:00	50	4	
2019-07-19T00:00:00	50	185	
2019-07-19T00:00:00	51	99	
2019-07-19T00:00:00	52	9	
2019-07-19T00:00:00	52	61	
2019-07-19T00:00:00	52	79	
2019-07-19T00:00:00	52	75	
2019-07-19T00:00:00	52	48	
2019-07-19T00:00:00	52	19	
2019-07-19T00:00:00	52	55	
2019-07-19T00:00:00	52	28	
2019-07-19T00:00:00	52	139	
2019-07-19T00:00:00	53	59	
2019-07-19T00:00:00	53	61	
2019-07-19T00:00:00	53	213	
2019-07-19T00:00:00	53	79	
2019-07-19T00:00:00	53	48	
2019-07-19T00:00:00	53	64	
2019-07-19T00:00:00	53	19	
2019-07-19T00:00:00	53	55	
2019-07-19T00:00:00	53	28	
2019-07-19T00:00:00	54	211	
2019-07-19T00:00:00	54	185	
2019-07-19T00:00:00	55	59	
2019-07-19T00:00:00	55	61	
2019-07-19T00:00:00	55	52	
2019-07-19T00:00:00	55	79	
2019-07-19T00:00:00	55	153	
2019-07-19T00:00:00	55	35	
2019-07-19T00:00:00	55	48	
2019-07-19T00:00:00	55	133	
2019-07-19T00:00:00	55	53	
2019-07-19T00:00:00	55	57	
2019-07-19T00:00:00	56	100	
2019-07-19T00:00:00	56	85	
2019-07-19T00:00:00	56	128	
2019-07-19T00:00:00	56	87	
2019-07-19T00:00:00	56	99	
2019-07-19T00:00:00	56	225	
2019-07-19T00:00:00	56	120	
2019-07-19T00:00:00	56	82	
2019-07-19T00:00:00	57	59	
2019-07-19T00:00:00	57	226	
2019-07-19T00:00:00	57	3	
2019-07-19T00:00:00	57	132	
2019-07-19T00:00:00	57	76	
2019-07-19T00:00:00	57	11	
2019-07-19T00:00:00	57	64	
2019-07-19T00:00:00	57	133	
2019-07-19T00:00:00	57	62	
2019-07-19T00:00:00	57	55	
2019-07-19T00:00:00	57	63	
2019-07-19T00:00:00	57	140	
2019-07-19T00:00:00	58	77	
2019-07-19T00:00:00	58	9	
2019-07-19T00:00:00	58	84	
2019-07-19T00:00:00	58	75	
2019-07-19T00:00:00	58	19	
2019-07-19T00:00:00	58	106	
2019-07-19T00:00:00	59	213	
2019-07-19T00:00:00	59	5	
2019-07-19T00:00:00	59	132	
2019-07-19T00:00:00	59	153	
2019-07-19T00:00:00	59	7	
2019-07-19T00:00:00	59	48	
2019-07-19T00:00:00	59	133	
2019-07-19T00:00:00	59	55	
2019-07-19T00:00:00	59	63	
2019-07-19T00:00:00	59	53	
2019-07-19T00:00:00	59	203	
2019-07-19T00:00:00	59	57	
2019-07-19T00:00:00	60	195	
2019-07-19T00:00:00	60	102	
2019-07-19T00:00:00	60	2	
2019-07-19T00:00:00	60	197	
2019-07-19T00:00:00	61	52	
2019-07-19T00:00:00	61	48	
2019-07-19T00:00:00	61	55	
2019-07-19T00:00:00	61	53	
2019-07-19T00:00:00	62	24	
2019-07-19T00:00:00	62	198	
2019-07-19T00:00:00	62	69	
2019-07-19T00:00:00	62	109	
2019-07-19T00:00:00	62	182	
2019-07-19T00:00:00	62	178	
2019-07-19T00:00:00	62	81	
2019-07-19T00:00:00	62	64	
2019-07-19T00:00:00	62	66	
2019-07-19T00:00:00	62	57	
2019-07-19T00:00:00	62	199	
2019-07-19T00:00:00	63	59	
2019-07-19T00:00:00	63	79	
2019-07-19T00:00:00	63	132	
2019-07-19T00:00:00	63	35	
2019-07-19T00:00:00	63	7	
2019-07-19T00:00:00	63	64	
2019-07-19T00:00:00	63	57	
2019-07-19T00:00:00	64	150	
2019-07-19T00:00:00	64	9	
2019-07-19T00:00:00	64	3	
2019-07-19T00:00:00	64	213	
2019-07-19T00:00:00	64	164	
2019-07-19T00:00:00	64	81	
2019-07-19T00:00:00	64	11	
2019-07-19T00:00:00	64	62	
2019-07-19T00:00:00	64	63	
2019-07-19T00:00:00	64	53	
2019-07-19T00:00:00	64	57	
2019-07-19T00:00:00	207	123	
2019-07-19T00:00:00	207	7	
2019-07-19T00:00:00	207	35	
2019-07-19T00:00:00	207	10	
2019-07-19T00:00:00	207	20	
2019-07-19T00:00:00	207	129	
2019-07-19T00:00:00	207	191	
2019-07-19T00:00:00	66	198	
2019-07-19T00:00:00	66	101	
2019-07-19T00:00:00	66	69	
2019-07-19T00:00:00	66	168	
2019-07-19T00:00:00	66	109	
2019-07-19T00:00:00	66	182	
2019-07-19T00:00:00	66	178	
2019-07-19T00:00:00	66	94	
2019-07-19T00:00:00	66	62	
2019-07-19T00:00:00	66	91	
2019-07-19T00:00:00	67	24	
2019-07-19T00:00:00	67	41	
2019-07-19T00:00:00	67	49	
2019-07-19T00:00:00	67	3	
2019-07-19T00:00:00	67	68	
2019-07-19T00:00:00	67	133	
2019-07-19T00:00:00	67	197	
2019-07-19T00:00:00	67	137	
2019-07-19T00:00:00	68	41	
2019-07-19T00:00:00	68	49	
2019-07-19T00:00:00	68	71	
2019-07-19T00:00:00	68	67	
2019-07-19T00:00:00	68	45	
2019-07-19T00:00:00	68	196	
2019-07-19T00:00:00	68	197	
2019-07-19T00:00:00	68	137	
2019-07-19T00:00:00	68	70	
2019-07-19T00:00:00	69	77	
2019-07-19T00:00:00	69	210	
2019-07-19T00:00:00	69	198	
2019-07-19T00:00:00	69	75	
2019-07-19T00:00:00	69	62	
2019-07-19T00:00:00	69	131	
2019-07-19T00:00:00	69	66	
2019-07-19T00:00:00	69	91	
2019-07-19T00:00:00	70	71	
2019-07-19T00:00:00	70	68	
2019-07-19T00:00:00	71	68	
2019-07-19T00:00:00	71	70	
2019-07-19T00:00:00	72	45	
2019-07-19T00:00:00	72	185	
2019-07-19T00:00:00	73	111	
2019-07-19T00:00:00	73	39	
2019-07-19T00:00:00	73	74	
2019-07-19T00:00:00	73	40	
2019-07-19T00:00:00	74	73	
2019-07-19T00:00:00	74	111	
2019-07-19T00:00:00	74	39	
2019-07-19T00:00:00	74	40	
2019-07-19T00:00:00	75	77	
2019-07-19T00:00:00	75	9	
2019-07-19T00:00:00	75	38	
2019-07-19T00:00:00	75	58	
2019-07-19T00:00:00	75	84	
2019-07-19T00:00:00	75	69	
2019-07-19T00:00:00	75	52	
2019-07-19T00:00:00	75	19	
2019-07-19T00:00:00	75	131	
2019-07-19T00:00:00	76	35	
2019-07-19T00:00:00	76	45	
2019-07-19T00:00:00	76	47	
2019-07-19T00:00:00	76	181	
2019-07-19T00:00:00	76	191	
2019-07-19T00:00:00	76	57	
2019-07-19T00:00:00	77	58	
2019-07-19T00:00:00	77	69	
2019-07-19T00:00:00	77	84	
2019-07-19T00:00:00	77	75	
2019-07-19T00:00:00	77	48	
2019-07-19T00:00:00	77	19	
2019-07-19T00:00:00	78	47	
2019-07-19T00:00:00	78	181	
2019-07-19T00:00:00	79	141	
2019-07-19T00:00:00	79	80	
2019-07-19T00:00:00	79	52	
2019-07-19T00:00:00	79	153	
2019-07-19T00:00:00	79	132	
2019-07-19T00:00:00	79	35	
2019-07-19T00:00:00	79	124	
2019-07-19T00:00:00	79	48	
2019-07-19T00:00:00	79	55	
2019-07-19T00:00:00	79	19	
2019-07-19T00:00:00	79	63	
2019-07-19T00:00:00	79	28	
2019-07-19T00:00:00	79	53	
2019-07-19T00:00:00	79	112	
2019-07-19T00:00:00	80	158	
2019-07-19T00:00:00	80	79	
2019-07-19T00:00:00	80	112	
2019-07-19T00:00:00	81	164	
2019-07-19T00:00:00	81	182	
2019-07-19T00:00:00	81	64	
2019-07-19T00:00:00	81	62	
2019-07-19T00:00:00	82	56	
2019-07-19T00:00:00	82	100	
2019-07-19T00:00:00	82	85	
2019-07-19T00:00:00	82	93	
2019-07-19T00:00:00	82	87	
2019-07-19T00:00:00	82	157	
2019-07-19T00:00:00	82	156	
2019-07-19T00:00:00	82	99	
2019-07-19T00:00:00	82	225	
2019-07-19T00:00:00	82	120	
2019-07-19T00:00:00	206	102	
2019-07-19T00:00:00	206	244	
2019-07-19T00:00:00	206	99	
2019-07-19T00:00:00	206	225	
2019-07-19T00:00:00	84	77	
2019-07-19T00:00:00	84	58	
2019-07-19T00:00:00	84	126	
2019-07-19T00:00:00	84	75	
2019-07-19T00:00:00	84	19	
2019-07-19T00:00:00	85	56	
2019-07-19T00:00:00	85	100	
2019-07-19T00:00:00	85	88	
2019-07-19T00:00:00	85	5	
2019-07-19T00:00:00	85	236	
2019-07-19T00:00:00	85	134	
2019-07-19T00:00:00	85	126	
2019-07-19T00:00:00	85	244	
2019-07-19T00:00:00	85	99	
2019-07-19T00:00:00	85	225	
2019-07-19T00:00:00	85	246	
2019-07-19T00:00:00	85	82	
2019-07-19T00:00:00	85	120	
2019-07-19T00:00:00	86	116	
2019-07-19T00:00:00	87	56	
2019-07-19T00:00:00	87	100	
2019-07-19T00:00:00	87	128	
2019-07-19T00:00:00	87	30	
2019-07-19T00:00:00	87	174	
2019-07-19T00:00:00	87	122	
2019-07-19T00:00:00	87	2	
2019-07-19T00:00:00	87	133	
2019-07-19T00:00:00	87	131	
2019-07-19T00:00:00	87	181	
2019-07-19T00:00:00	87	120	
2019-07-19T00:00:00	87	82	
2019-07-19T00:00:00	88	85	
2019-07-19T00:00:00	88	100	
2019-07-19T00:00:00	88	25	
2019-07-19T00:00:00	88	134	
2019-07-19T00:00:00	88	126	
2019-07-19T00:00:00	88	247	
2019-07-19T00:00:00	88	89	
2019-07-19T00:00:00	89	130	
2019-07-19T00:00:00	89	88	
2019-07-19T00:00:00	89	25	
2019-07-19T00:00:00	89	49	
2019-07-19T00:00:00	89	196	
2019-07-19T00:00:00	245	150	
2019-07-19T00:00:00	245	12	
2019-07-19T00:00:00	245	201	
2019-07-19T00:00:00	245	221	
2019-07-19T00:00:00	245	43	
2019-07-19T00:00:00	245	136	
2019-07-19T00:00:00	245	98	
2019-07-19T00:00:00	91	101	
2019-07-19T00:00:00	91	198	
2019-07-19T00:00:00	91	69	
2019-07-19T00:00:00	91	168	
2019-07-19T00:00:00	91	109	
2019-07-19T00:00:00	91	118	
2019-07-19T00:00:00	91	113	
2019-07-19T00:00:00	91	94	
2019-07-19T00:00:00	91	66	
2019-07-19T00:00:00	91	161	
2019-07-19T00:00:00	92	96	
2019-07-19T00:00:00	92	111	
2019-07-19T00:00:00	92	119	
2019-07-19T00:00:00	92	107	
2019-07-19T00:00:00	93	110	
2019-07-19T00:00:00	93	105	
2019-07-19T00:00:00	93	106	
2019-07-19T00:00:00	93	82	
2019-07-19T00:00:00	94	158	
2019-07-19T00:00:00	94	101	
2019-07-19T00:00:00	94	198	
2019-07-19T00:00:00	94	109	
2019-07-19T00:00:00	94	118	
2019-07-19T00:00:00	94	66	
2019-07-19T00:00:00	94	91	
2019-07-19T00:00:00	95	108	
2019-07-19T00:00:00	96	92	
2019-07-19T00:00:00	96	17	
2019-07-19T00:00:00	97	32	
2019-07-19T00:00:00	97	164	
2019-07-19T00:00:00	98	226	
2019-07-19T00:00:00	98	210	
2019-07-19T00:00:00	98	245	
2019-07-19T00:00:00	98	136	
2019-07-19T00:00:00	98	143	
2019-07-19T00:00:00	99	56	
2019-07-19T00:00:00	99	85	
2019-07-19T00:00:00	99	123	
2019-07-19T00:00:00	99	111	
2019-07-19T00:00:00	99	36	
2019-07-19T00:00:00	99	126	
2019-07-19T00:00:00	99	134	
2019-07-19T00:00:00	99	107	
2019-07-19T00:00:00	99	105	
2019-07-19T00:00:00	99	206	
2019-07-19T00:00:00	99	225	
2019-07-19T00:00:00	99	246	
2019-07-19T00:00:00	99	51	
2019-07-19T00:00:00	99	82	
2019-07-19T00:00:00	99	120	
2019-07-19T00:00:00	100	56	
2019-07-19T00:00:00	100	85	
2019-07-19T00:00:00	100	88	
2019-07-19T00:00:00	100	87	
2019-07-19T00:00:00	100	3	
2019-07-19T00:00:00	100	157	
2019-07-19T00:00:00	100	200	
2019-07-19T00:00:00	100	134	
2019-07-19T00:00:00	100	126	
2019-07-19T00:00:00	100	156	
2019-07-19T00:00:00	100	120	
2019-07-19T00:00:00	100	82	
2019-07-19T00:00:00	101	109	
2019-07-19T00:00:00	101	118	
2019-07-19T00:00:00	101	113	
2019-07-19T00:00:00	101	94	
2019-07-19T00:00:00	101	66	
2019-07-19T00:00:00	101	91	
2019-07-19T00:00:00	102	33	
2019-07-19T00:00:00	102	2	
2019-07-19T00:00:00	102	60	
2019-07-19T00:00:00	102	206	
2019-07-19T00:00:00	102	197	
2019-07-19T00:00:00	102	193	
2019-07-19T00:00:00	103	226	
2019-07-19T00:00:00	103	128	
2019-07-19T00:00:00	103	3	
2019-07-19T00:00:00	103	189	
2019-07-19T00:00:00	103	118	
2019-07-19T00:00:00	103	113	
2019-07-19T00:00:00	103	162	
2019-07-19T00:00:00	103	114	
2019-07-19T00:00:00	103	8	
2019-07-19T00:00:00	103	137	
2019-07-19T00:00:00	103	193	
2019-07-19T00:00:00	105	110	
2019-07-19T00:00:00	105	93	
2019-07-19T00:00:00	105	111	
2019-07-19T00:00:00	105	36	
2019-07-19T00:00:00	105	107	
2019-07-19T00:00:00	105	99	
2019-07-19T00:00:00	106	58	
2019-07-19T00:00:00	106	93	
2019-07-19T00:00:00	107	110	
2019-07-19T00:00:00	107	111	
2019-07-19T00:00:00	107	92	
2019-07-19T00:00:00	107	36	
2019-07-19T00:00:00	107	151	
2019-07-19T00:00:00	107	105	
2019-07-19T00:00:00	107	99	
2019-07-19T00:00:00	107	19	
2019-07-19T00:00:00	108	39	
2019-07-19T00:00:00	108	117	
2019-07-19T00:00:00	108	114	
2019-07-19T00:00:00	108	240	
2019-07-19T00:00:00	108	18	
2019-07-19T00:00:00	108	95	
2019-07-19T00:00:00	108	193	
2019-07-19T00:00:00	109	101	
2019-07-19T00:00:00	109	198	
2019-07-19T00:00:00	109	168	
2019-07-19T00:00:00	109	182	
2019-07-19T00:00:00	109	178	
2019-07-19T00:00:00	109	118	
2019-07-19T00:00:00	109	113	
2019-07-19T00:00:00	109	94	
2019-07-19T00:00:00	109	62	
2019-07-19T00:00:00	109	66	
2019-07-19T00:00:00	109	91	
2019-07-19T00:00:00	109	161	
2019-07-19T00:00:00	110	93	
2019-07-19T00:00:00	110	151	
2019-07-19T00:00:00	110	105	
2019-07-19T00:00:00	110	107	
2019-07-19T00:00:00	111	73	
2019-07-19T00:00:00	111	92	
2019-07-19T00:00:00	111	36	
2019-07-19T00:00:00	111	202	
2019-07-19T00:00:00	111	74	
2019-07-19T00:00:00	111	107	
2019-07-19T00:00:00	111	105	
2019-07-19T00:00:00	111	99	
2019-07-19T00:00:00	111	120	
2019-07-19T00:00:00	112	80	
2019-07-19T00:00:00	112	79	
2019-07-19T00:00:00	113	128	
2019-07-19T00:00:00	113	141	
2019-07-19T00:00:00	113	101	
2019-07-19T00:00:00	113	198	
2019-07-19T00:00:00	113	109	
2019-07-19T00:00:00	113	118	
2019-07-19T00:00:00	113	137	
2019-07-19T00:00:00	113	103	
2019-07-19T00:00:00	113	91	
2019-07-19T00:00:00	113	161	
2019-07-19T00:00:00	114	108	
2019-07-19T00:00:00	114	3	
2019-07-19T00:00:00	114	39	
2019-07-19T00:00:00	114	117	
2019-07-19T00:00:00	114	201	
2019-07-19T00:00:00	114	240	
2019-07-19T00:00:00	114	8	
2019-07-19T00:00:00	114	193	
2019-07-19T00:00:00	114	103	
2019-07-19T00:00:00	115	152	
2019-07-19T00:00:00	115	16	
2019-07-19T00:00:00	115	139	
2019-07-19T00:00:00	116	86	
2019-07-19T00:00:00	116	163	
2019-07-19T00:00:00	117	108	
2019-07-19T00:00:00	117	39	
2019-07-19T00:00:00	117	162	
2019-07-19T00:00:00	117	114	
2019-07-19T00:00:00	117	8	
2019-07-19T00:00:00	117	193	
2019-07-19T00:00:00	118	101	
2019-07-19T00:00:00	118	109	
2019-07-19T00:00:00	118	113	
2019-07-19T00:00:00	118	94	
2019-07-19T00:00:00	118	103	
2019-07-19T00:00:00	118	91	
2019-07-19T00:00:00	119	92	
2019-07-19T00:00:00	119	187	
2019-07-19T00:00:00	120	56	
2019-07-19T00:00:00	120	100	
2019-07-19T00:00:00	120	85	
2019-07-19T00:00:00	120	87	
2019-07-19T00:00:00	120	111	
2019-07-19T00:00:00	120	200	
2019-07-19T00:00:00	120	182	
2019-07-19T00:00:00	120	21	
2019-07-19T00:00:00	120	99	
2019-07-19T00:00:00	120	225	
2019-07-19T00:00:00	120	82	
2019-07-19T00:00:00	120	29	
2019-07-19T00:00:00	121	3	
2019-07-19T00:00:00	121	27	
2019-07-19T00:00:00	121	37	
2019-07-19T00:00:00	121	12	
2019-07-19T00:00:00	121	43	
2019-07-19T00:00:00	122	128	
2019-07-19T00:00:00	122	38	
2019-07-19T00:00:00	122	87	
2019-07-19T00:00:00	122	2	
2019-07-19T00:00:00	122	133	
2019-07-19T00:00:00	122	127	
2019-07-19T00:00:00	122	131	
2019-07-19T00:00:00	123	207	
2019-07-19T00:00:00	123	148	
2019-07-19T00:00:00	123	189	
2019-07-19T00:00:00	123	142	
2019-07-19T00:00:00	123	174	
2019-07-19T00:00:00	123	134	
2019-07-19T00:00:00	123	126	
2019-07-19T00:00:00	123	175	
2019-07-19T00:00:00	123	99	
2019-07-19T00:00:00	123	129	
2019-07-19T00:00:00	123	161	
2019-07-19T00:00:00	124	141	
